Stn_Id,Stn_Name,CIMIS_Region,Date,Hour_(PST),Jul,ETo_(in),qc,Precip_(in),qc,Sol_Rad_(Ly/day),qc,Vap_Pres_(mBars),qc,Air_Temp_(F),qc,Rel_Hum (%),qc,Dew_Point_(F),qc,Wind_Speed_(mph),qc,Wind_Dir (0-360),qc,Soil_Temp_(F),qc
78,Pomona,Los Angeles Basin,11/5/2019,2200,309,0.00, ,0.00, ,0, ,9.0, ,54.2, ,63, ,41.8, ,1.2, ,63, ,58.7, 
78,Pomona,Los Angeles Basin,11/5/2019,2300,309,0.00, ,0.00, ,0, ,9.1, ,52.5, ,68, ,42.1, ,1.4, ,42, ,58.7, 
78,Pomona,Los Angeles Basin,11/5/2019,2400,309,0.00, ,0.00, ,0, ,9.4, ,50.9, ,74, ,43.0, ,1.4, ,44, ,58.7, 
78,Pomona,Los Angeles Basin,11/6/2019,0100,310,0.00, ,0.00, ,0, ,9.4, ,49.9, ,77, ,42.9, ,1.4, ,23, ,58.7, 
78,Pomona,Los Angeles Basin,11/6/2019,0200,310,0.00, ,0.00, ,0, ,9.5, ,49.8, ,78, ,43.3, ,1.2, ,88, ,58.6, 
78,Pomona,Los Angeles Basin,11/6/2019,0300,310,0.00, ,0.00, ,0, ,11.1, ,51.0, ,87, ,47.2, ,1.2, ,32, ,58.3, 
78,Pomona,Los Angeles Basin,11/6/2019,0400,310,0.00, ,0.01, ,0, ,9.9, ,47.7, ,88, ,44.2, ,1.0, ,47, ,57.7, 
78,Pomona,Los Angeles Basin,11/6/2019,0500,310,0.00,R,0.00, ,0, ,9.7, ,47.1, ,88, ,43.8, ,1.0,I,33, ,57.7, 
78,Pomona,Los Angeles Basin,11/6/2019,0600,310,0.00, ,0.00, ,0, ,9.4, ,46.4, ,88, ,43.0, ,1.1, ,42, ,57.7, 
78,Pomona,Los Angeles Basin,11/6/2019,0700,310,0.00, ,0.00, ,36, ,9.6, ,47.0, ,88, ,43.6, ,1.1, ,31, ,57.7, 
78,Pomona,Los Angeles Basin,11/6/2019,0800,310,0.00, ,0.00, ,371, ,11.5, ,53.5, ,82, ,48.2, ,1.4, ,191, ,57.7, 
78,Pomona,Los Angeles Basin,11/6/2019,0900,310,0.01, ,0.00, ,752, ,11.7, ,62.9, ,60, ,48.6, ,2.1, ,185, ,57.7, 
78,Pomona,Los Angeles Basin,11/6/2019,1000,310,0.01, ,0.00, ,1084, ,11.9, ,68.4, ,50, ,49.0, ,3.5, ,208, ,57.7, 
78,Pomona,Los Angeles Basin,11/6/2019,1100,310,0.02, ,0.00, ,1296, ,13.4, ,71.1, ,52, ,52.4, ,5.1, ,224, ,57.6, 
78,Pomona,Los Angeles Basin,11/6/2019,1200,310,0.02, ,0.00, ,1362, ,14.0, ,72.4, ,52, ,53.6, ,5.4, ,255, ,57.6, 
78,Pomona,Los Angeles Basin,11/6/2019,1300,310,0.02, ,0.00, ,1318, ,14.6, ,72.4, ,54, ,54.6, ,5.3, ,280, ,57.6, 
78,Pomona,Los Angeles Basin,11/6/2019,1400,310,0.01, ,0.00, ,1130, ,14.6, ,73.1, ,53, ,54.7, ,5.2, ,289, ,57.7, 
78,Pomona,Los Angeles Basin,11/6/2019,1500,310,0.01, ,0.00, ,833, ,14.2, ,74.0, ,50, ,53.9, ,5.1, ,276, ,57.8, 
78,Pomona,Los Angeles Basin,11/6/2019,1600,310,0.01, ,0.00, ,450, ,14.1, ,73.1, ,51, ,53.8, ,4.6, ,254, ,58.0, 
78,Pomona,Los Angeles Basin,11/6/2019,1700,310,0.00, ,0.00, ,105, ,14.4, ,69.4, ,59, ,54.4, ,4.2, ,236, ,58.2, 
78,Pomona,Los Angeles Basin,11/6/2019,1800,310,0.00, ,0.00, ,2, ,14.2, ,64.7, ,68, ,53.9, ,3.9, ,236, ,58.4, 
78,Pomona,Los Angeles Basin,11/6/2019,1900,310,0.00, ,0.00, ,1, ,14.2, ,61.5, ,76, ,54.0, ,1.7, ,236, ,58.5, 
78,Pomona,Los Angeles Basin,11/6/2019,2000,310,0.00, ,0.00, ,1, ,14.1, ,58.8, ,83, ,53.7, ,1.1, ,206, ,58.7, 
78,Pomona,Los Angeles Basin,11/6/2019,2100,310,0.00, ,0.00, ,0, ,14.6, ,58.0, ,89, ,54.6, ,2.1, ,216, ,58.8, 
78,Pomona,Los Angeles Basin,11/6/2019,2200,310,0.00, ,0.00, ,0, ,15.0, ,57.6, ,93, ,55.5, ,2.4, ,209, ,58.9, 
78,Pomona,Los Angeles Basin,11/6/2019,2300,310,0.00, ,0.00, ,0, ,15.1, ,57.1, ,95, ,55.7, ,2.3, ,209, ,58.9, 
78,Pomona,Los Angeles Basin,11/6/2019,2400,310,0.00, ,0.00, ,0, ,15.4, ,57.1, ,96, ,56.1, ,2.3, ,246, ,58.9, 
78,Pomona,Los Angeles Basin,11/7/2019,0100,311,0.00, ,0.00, ,1, ,15.3, ,56.7, ,97, ,55.9, ,2.3, ,262, ,58.9, 
78,Pomona,Los Angeles Basin,11/7/2019,0200,311,0.00, ,0.00, ,0, ,15.2, ,56.4, ,98, ,55.8, ,1.9, ,310, ,58.9, 
78,Pomona,Los Angeles Basin,11/7/2019,0300,311,0.00, ,0.00, ,0, ,14.8, ,55.8, ,98, ,55.1, ,1.7, ,43, ,58.9, 
78,Pomona,Los Angeles Basin,11/7/2019,0400,311,0.00, ,0.00, ,0, ,14.4, ,54.7, ,98, ,54.3, ,3.4, ,57, ,58.9, 
78,Pomona,Los Angeles Basin,11/7/2019,0500,311,0.00, ,0.00, ,0, ,14.0, ,53.8, ,99, ,53.5, ,4.0, ,23, ,58.9, 
78,Pomona,Los Angeles Basin,11/7/2019,0600,311,0.00, ,0.00, ,0, ,14.0, ,53.7, ,100, ,53.6, ,4.1, ,21, ,58.9, 
78,Pomona,Los Angeles Basin,11/7/2019,0700,311,0.00, ,0.00, ,23, ,14.1, ,53.8, ,100, ,53.8, ,2.3, ,344, ,58.8, 
78,Pomona,Los Angeles Basin,11/7/2019,0800,311,0.00, ,0.00, ,190, ,14.3, ,54.1, ,100, ,54.1, ,1.4, ,117, ,58.8, 
78,Pomona,Los Angeles Basin,11/7/2019,0900,311,0.01, ,0.00, ,733, ,15.7, ,56.9, ,99, ,56.6, ,1.9, ,50, ,58.8, 
78,Pomona,Los Angeles Basin,11/7/2019,1000,311,0.01, ,0.00, ,1072, ,14.6, ,63.3, ,73, ,54.7, ,3.7, ,64, ,58.8, 
78,Pomona,Los Angeles Basin,11/7/2019,1100,311,0.02, ,0.00, ,1298, ,13.4, ,70.7, ,52, ,52.3, ,3.1, ,52, ,58.8, 
78,Pomona,Los Angeles Basin,11/7/2019,1200,311,0.02, ,0.00, ,1382, ,11.0, ,77.2, ,35, ,47.1, ,2.3, ,271, ,58.9, 
78,Pomona,Los Angeles Basin,11/7/2019,1300,311,0.02, ,0.00, ,1301, ,14.8, ,77.6, ,46, ,55.1, ,5.6, ,267, ,58.9, 
78,Pomona,Los Angeles Basin,11/7/2019,1400,311,0.02, ,0.00, ,1140, ,11.6, ,78.0, ,35, ,48.4, ,5.2, ,292, ,59.0, 
78,Pomona,Los Angeles Basin,11/7/2019,1500,311,0.01, ,0.00, ,853, ,11.2, ,79.1, ,33, ,47.4, ,4.7, ,296, ,59.1, 
78,Pomona,Los Angeles Basin,11/7/2019,1600,311,0.01, ,0.00, ,459, ,11.5, ,77.8, ,35, ,48.3, ,4.6, ,296, ,59.3, 
78,Pomona,Los Angeles Basin,11/7/2019,1700,311,0.00, ,0.00, ,97, ,12.8, ,74.0, ,45, ,51.1, ,3.3, ,288, ,59.4, 
78,Pomona,Los Angeles Basin,11/7/2019,1800,311,0.00, ,0.00, ,1, ,13.6, ,68.7, ,57, ,52.7, ,1.9, ,252, ,59.6, 
78,Pomona,Los Angeles Basin,11/7/2019,1900,311,0.00, ,0.00, ,0, ,13.8, ,63.7, ,68, ,53.2, ,1.0, ,61, ,59.7, 
78,Pomona,Los Angeles Basin,11/7/2019,2000,311,0.00, ,0.00, ,1, ,13.9, ,60.1, ,78, ,53.3, ,1.2, ,20, ,59.8, 
78,Pomona,Los Angeles Basin,11/7/2019,2100,311,0.00, ,0.00, ,1, ,14.0, ,58.3, ,84, ,53.5, ,1.3, ,338, ,59.9, 
78,Pomona,Los Angeles Basin,11/7/2019,2200,311,0.00, ,0.00, ,0, ,14.1, ,58.0, ,86, ,53.7, ,2.3, ,9, ,60.0, 
78,Pomona,Los Angeles Basin,11/7/2019,2300,311,0.00, ,0.00, ,0, ,14.3, ,61.4, ,77, ,54.2, ,3.3, ,30, ,60.0, 
78,Pomona,Los Angeles Basin,11/7/2019,2400,311,0.00, ,0.00, ,0, ,13.0, ,57.1, ,81, ,51.4, ,1.5, ,37, ,59.9, 
78,Pomona,Los Angeles Basin,11/8/2019,0100,312,0.00, ,0.00, ,0, ,12.3, ,53.3, ,89, ,50.0, ,1.2, ,22, ,59.9, 
78,Pomona,Los Angeles Basin,11/8/2019,0200,312,0.00, ,0.00, ,0, ,11.8, ,51.7, ,90, ,48.9, ,2.3, ,22, ,59.8, 
78,Pomona,Los Angeles Basin,11/8/2019,0300,312,0.00, ,0.00, ,0, ,11.4, ,53.3, ,82, ,47.9, ,2.9, ,28, ,59.7, 
78,Pomona,Los Angeles Basin,11/8/2019,0400,312,0.00, ,0.00, ,0, ,9.6, ,56.3, ,62, ,43.5, ,3.9, ,16, ,59.2, 
78,Pomona,Los Angeles Basin,11/8/2019,0500,312,0.00, ,0.00, ,0, ,9.9, ,56.0, ,64, ,44.2, ,4.1, ,11, ,59.2, 
78,Pomona,Los Angeles Basin,11/8/2019,0600,312,0.00, ,0.00, ,0, ,9.6, ,56.6, ,62, ,43.5, ,4.0, ,5, ,59.2, 
78,Pomona,Los Angeles Basin,11/8/2019,0700,312,0.00, ,0.00, ,31, ,9.2, ,56.4, ,59, ,42.3, ,4.4, ,12, ,59.2, 
78,Pomona,Los Angeles Basin,11/8/2019,0800,312,0.00, ,0.00, ,374, ,9.5, ,61.1, ,52, ,43.3, ,3.1, ,30, ,59.2, 
78,Pomona,Los Angeles Basin,11/8/2019,0900,312,0.01, ,0.00, ,768, ,9.5, ,66.0, ,43, ,43.2, ,4.7, ,37, ,59.2, 
78,Pomona,Los Angeles Basin,11/8/2019,1000,312,0.01, ,0.00, ,1099, ,8.5, ,72.8, ,31, ,40.3, ,4.1, ,50, ,59.1, 
78,Pomona,Los Angeles Basin,11/8/2019,1100,312,0.02, ,0.00, ,1313, ,6.9, ,79.5, ,20, ,35.0, ,3.2, ,49, ,59.1, 
78,Pomona,Los Angeles Basin,11/8/2019,1200,312,0.02, ,0.00, ,1399, ,6.9, ,83.7, ,18, ,35.1, ,2.7, ,1, ,59.1, 
78,Pomona,Los Angeles Basin,11/8/2019,1300,312,0.02, ,0.00, ,1347, ,7.2, ,87.1, ,16, ,36.2, ,3.0, ,295, ,59.1, 
78,Pomona,Los Angeles Basin,11/8/2019,1400,312,0.02, ,0.00, ,1158, ,7.5, ,87.0, ,17, ,37.3, ,4.7, ,300, ,59.2, 
78,Pomona,Los Angeles Basin,11/8/2019,1500,312,0.01, ,0.00, ,860, ,7.4, ,87.2, ,17, ,36.9, ,4.0, ,291, ,59.3, 
78,Pomona,Los Angeles Basin,11/8/2019,1600,312,0.01, ,0.00, ,469, ,7.8, ,85.0, ,19, ,38.1, ,4.7, ,292, ,59.5, 
78,Pomona,Los Angeles Basin,11/8/2019,1700,312,0.00, ,0.00, ,108, ,8.8, ,80.2, ,25, ,41.1, ,4.6, ,294, ,59.6, 
78,Pomona,Los Angeles Basin,11/8/2019,1800,312,0.00,Y,0.00, ,1, ,8.4, ,73.0,Y,30,Y,39.9,Y,1.2, ,302, ,59.8, 
78,Pomona,Los Angeles Basin,11/8/2019,1900,312,0.00, ,0.00, ,0, ,8.9, ,66.3, ,40, ,41.5, ,2.3, ,56, ,60.0, 
78,Pomona,Los Angeles Basin,11/8/2019,2000,312,0.00, ,0.00, ,0, ,8.9, ,61.6, ,48, ,41.6, ,1.5, ,355, ,60.1, 
78,Pomona,Los Angeles Basin,11/8/2019,2100,312,0.00, ,0.00, ,2, ,9.3, ,59.0, ,54, ,42.5, ,1.2, ,22, ,60.2, 
78,Pomona,Los Angeles Basin,11/8/2019,2200,312,0.00, ,0.00, ,1, ,9.5, ,58.2, ,57, ,43.2, ,1.4, ,25, ,60.3, 
78,Pomona,Los Angeles Basin,11/8/2019,2300,312,0.00, ,0.03, ,0, ,9.3, ,56.3, ,60, ,42.8, ,1.7, ,357, ,60.3, 
78,Pomona,Los Angeles Basin,11/8/2019,2400,312,0.00, ,0.00, ,0, ,8.5, ,57.2, ,53, ,40.2, ,2.7, ,9, ,60.3, 
78,Pomona,Los Angeles Basin,11/9/2019,0100,313,0.00, ,0.00, ,0, ,7.4, ,56.8, ,47, ,36.7, ,2.9, ,1, ,60.2, 
78,Pomona,Los Angeles Basin,11/9/2019,0200,313,0.00, ,0.00, ,0, ,7.3, ,55.2, ,49, ,36.3, ,2.0, ,17, ,60.2, 
78,Pomona,Los Angeles Basin,11/9/2019,0300,313,0.00, ,0.00, ,0, ,6.8, ,55.8, ,45, ,34.7, ,3.4, ,11, ,60.1, 
78,Pomona,Los Angeles Basin,11/9/2019,0400,313,0.00, ,0.00, ,0, ,6.4, ,55.5, ,43, ,33.1, ,3.8, ,359, ,60.0, 
78,Pomona,Los Angeles Basin,11/9/2019,0500,313,0.00, ,0.00, ,0, ,5.8, ,58.3, ,35, ,30.8, ,3.5, ,15, ,59.9, 
78,Pomona,Los Angeles Basin,11/9/2019,0600,313,0.00, ,0.00, ,0, ,5.6, ,56.7, ,35, ,29.7, ,4.5, ,1, ,59.8, 
78,Pomona,Los Angeles Basin,11/9/2019,0700,313,0.00, ,0.00, ,29, ,5.1, ,60.2, ,29, ,27.7, ,4.5, ,26, ,59.7, 
78,Pomona,Los Angeles Basin,11/9/2019,0800,313,0.00, ,0.00, ,378, ,6.0, ,62.3, ,31, ,31.6, ,4.3, ,22, ,59.6, 
78,Pomona,Los Angeles Basin,11/9/2019,0900,313,0.01, ,0.00, ,770, ,6.3, ,67.7, ,27, ,32.7, ,5.0, ,50, ,59.5, 
78,Pomona,Los Angeles Basin,11/9/2019,1000,313,0.01, ,0.00, ,1096, ,6.3, ,73.9, ,22, ,32.6, ,5.1, ,58, ,59.4, 
78,Pomona,Los Angeles Basin,11/9/2019,1100,313,0.02, ,0.00, ,1315, ,5.9, ,80.5, ,17, ,31.2, ,3.5, ,60, ,59.3, 
78,Pomona,Los Angeles Basin,11/9/2019,1200,313,0.02, ,0.00, ,1405, ,5.8, ,85.8, ,14, ,30.6, ,2.4, ,358, ,59.2, 
78,Pomona,Los Angeles Basin,11/9/2019,1300,313,0.02, ,0.00, ,1354, ,6.0, ,87.1, ,14, ,31.4, ,4.6, ,304, ,59.2, 
78,Pomona,Los Angeles Basin,11/9/2019,1400,313,0.02, ,0.00, ,1023, ,5.8, ,86.4, ,14, ,30.9, ,5.6, ,294, ,59.3, 
78,Pomona,Los Angeles Basin,11/9/2019,1500,313,0.01, ,0.00, ,852, ,5.7, ,86.3, ,13, ,30.3, ,4.7, ,293, ,59.4, 
78,Pomona,Los Angeles Basin,11/9/2019,1600,313,0.01, ,0.00, ,488, ,5.3, ,85.3, ,13, ,28.7, ,4.4, ,281, ,59.5, 
78,Pomona,Los Angeles Basin,11/9/2019,1700,313,0.00,Y,0.00, ,112, ,5.5, ,81.2,Y,15,Y,29.4,Y,3.6, ,260, ,59.6, 
78,Pomona,Los Angeles Basin,11/9/2019,1800,313,0.00,Y,0.00, ,1, ,6.2, ,73.6,Y,22,Y,32.3,Y,2.0, ,228, ,59.8, 
78,Pomona,Los Angeles Basin,11/9/2019,1900,313,0.00, ,0.00, ,0, ,6.8, ,65.2, ,32, ,34.8, ,1.2, ,7, ,59.9, 
78,Pomona,Los Angeles Basin,11/9/2019,2000,313,0.00, ,0.00, ,0, ,7.5, ,59.8, ,43, ,37.1, ,1.5, ,48, ,60.0, 
78,Pomona,Los Angeles Basin,11/9/2019,2100,313,0.00, ,0.00, ,1, ,7.2, ,56.8, ,45, ,36.0, ,1.4, ,5, ,60.1, 
78,Pomona,Los Angeles Basin,11/9/2019,2200,313,0.00, ,0.00, ,0, ,7.0, ,57.3, ,43, ,35.3, ,1.8, ,358, ,60.1, 
78,Pomona,Los Angeles Basin,11/9/2019,2300,313,0.00, ,0.00, ,0, ,6.6, ,57.3, ,41, ,34.0, ,1.8, ,32, ,60.1, 
78,Pomona,Los Angeles Basin,11/9/2019,2400,313,0.00, ,0.00, ,0, ,7.4, ,53.5, ,53, ,36.7, ,1.2, ,37, ,60.1, 
78,Pomona,Los Angeles Basin,11/10/2019,0100,314,0.00,R,0.00, ,0, ,7.6, ,51.5, ,59, ,37.5, ,1.0,I,40, ,60.0, 
78,Pomona,Los Angeles Basin,11/10/2019,0200,314,0.00, ,0.00, ,0, ,7.7, ,50.3, ,62, ,37.7, ,1.2, ,23, ,59.9, 
78,Pomona,Los Angeles Basin,11/10/2019,0300,314,0.00, ,0.01, ,0, ,9.7, ,51.0, ,76, ,43.6, ,1.2, ,37, ,59.6, 
78,Pomona,Los Angeles Basin,11/10/2019,0400,314,0.00, ,0.05, ,0, ,7.7, ,47.6, ,69, ,37.9, ,1.1, ,55, ,58.9, 
78,Pomona,Los Angeles Basin,11/10/2019,0500,314,0.00, ,0.00, ,0, ,6.9, ,46.4, ,64, ,35.0, ,1.1, ,40, ,58.9, 
78,Pomona,Los Angeles Basin,11/10/2019,0600,314,0.00,R,0.00, ,0, ,6.9, ,45.3, ,67, ,35.1, ,1.0,I,35, ,59.0, 
78,Pomona,Los Angeles Basin,11/10/2019,0700,314,0.00, ,0.00, ,29, ,6.8, ,44.8, ,68, ,34.8, ,1.0, ,56, ,59.0, 
78,Pomona,Los Angeles Basin,11/10/2019,0800,314,0.00,R,0.00, ,362, ,8.7, ,51.8, ,66, ,40.8, ,1.0,I,336, ,59.0, 
78,Pomona,Los Angeles Basin,11/10/2019,0900,314,0.01, ,0.00, ,762, ,7.9, ,63.0, ,40, ,38.4, ,2.6, ,45, ,59.0, 
78,Pomona,Los Angeles Basin,11/10/2019,1000,314,0.01, ,0.00, ,1096, ,7.0, ,68.9, ,29, ,35.4, ,4.6, ,55, ,58.9, 
78,Pomona,Los Angeles Basin,11/10/2019,1100,314,0.01, ,0.00, ,1306, ,8.5, ,73.7, ,30, ,40.2, ,3.2, ,334, ,58.8, 
78,Pomona,Los Angeles Basin,11/10/2019,1200,314,0.02, ,0.00, ,1383, ,11.5, ,74.2, ,40, ,48.3, ,4.7, ,289, ,58.8, 
78,Pomona,Los Angeles Basin,11/10/2019,1300,314,0.02, ,0.00, ,1323, ,13.1, ,74.9, ,44, ,51.7, ,5.6, ,279, ,58.8, 
78,Pomona,Los Angeles Basin,11/10/2019,1400,314,0.01, ,0.00, ,1142, ,12.7, ,76.1, ,41, ,50.9, ,5.2, ,256, ,58.8, 
78,Pomona,Los Angeles Basin,11/10/2019,1500,314,0.01, ,0.00, ,851, ,12.6, ,76.3, ,41, ,50.7, ,5.0, ,238, ,58.9, 
78,Pomona,Los Angeles Basin,11/10/2019,1600,314,0.01, ,0.00, ,464, ,13.1, ,74.2, ,46, ,51.8, ,5.4, ,243, ,59.1, 
78,Pomona,Los Angeles Basin,11/10/2019,1700,314,0.00, ,0.00, ,113, ,12.9, ,70.7, ,50, ,51.3, ,3.9, ,244, ,59.2, 
78,Pomona,Los Angeles Basin,11/10/2019,1800,314,0.00, ,0.00, ,1, ,13.4, ,65.3, ,63, ,52.4, ,3.8, ,231, ,59.4, 
78,Pomona,Los Angeles Basin,11/10/2019,1900,314,0.00, ,0.00, ,1, ,13.7, ,61.8, ,72, ,52.9, ,3.0, ,232, ,59.5, 
78,Pomona,Los Angeles Basin,11/10/2019,2000,314,0.00, ,0.00, ,2, ,13.6, ,59.0, ,79, ,52.7, ,1.3, ,238, ,59.6, 
78,Pomona,Los Angeles Basin,11/10/2019,2100,314,0.00, ,0.00, ,0, ,13.0, ,55.3, ,87, ,51.5, ,1.2, ,51, ,59.7, 
78,Pomona,Los Angeles Basin,11/10/2019,2200,314,0.00, ,0.00, ,0, ,13.5, ,55.1, ,91, ,52.6, ,1.1, ,197, ,59.8, 
78,Pomona,Los Angeles Basin,11/10/2019,2300,314,0.00, ,0.00, ,0, ,15.1, ,57.7, ,93, ,55.7, ,2.3, ,186, ,59.8, 
78,Pomona,Los Angeles Basin,11/10/2019,2400,314,0.00, ,0.00, ,0, ,15.7, ,58.4, ,94, ,56.7, ,2.1, ,235, ,59.8, 
78,Pomona,Los Angeles Basin,11/11/2019,0100,315,0.00, ,0.00, ,0, ,15.3, ,57.9, ,93, ,56.0, ,3.2, ,220, ,59.8, 
78,Pomona,Los Angeles Basin,11/11/2019,0200,315,0.00, ,0.00, ,0, ,15.1, ,57.7, ,93, ,55.7, ,3.0, ,215, ,59.7, 
78,Pomona,Los Angeles Basin,11/11/2019,0300,315,0.00, ,0.00, ,0, ,15.0, ,57.4, ,93, ,55.4, ,2.6, ,240, ,59.7, 
78,Pomona,Los Angeles Basin,11/11/2019,0400,315,0.00, ,0.00, ,0, ,14.7, ,57.0, ,92, ,54.8, ,1.7, ,326, ,59.7, 
78,Pomona,Los Angeles Basin,11/11/2019,0500,315,0.00, ,0.00, ,0, ,13.6, ,54.8, ,92, ,52.7, ,1.5, ,18, ,59.6, 
78,Pomona,Los Angeles Basin,11/11/2019,0600,315,0.00, ,0.00, ,0, ,13.0, ,53.1, ,94, ,51.5, ,1.9, ,56, ,59.6, 
78,Pomona,Los Angeles Basin,11/11/2019,0700,315,0.00, ,0.00, ,27, ,13.1, ,53.3, ,95, ,51.8, ,2.1, ,72, ,59.6, 
78,Pomona,Los Angeles Basin,11/11/2019,0800,315,0.00, ,0.00, ,255, ,13.2, ,53.4, ,95, ,51.9, ,2.8, ,45, ,59.6, 
78,Pomona,Los Angeles Basin,11/11/2019,0900,315,0.00, ,0.00, ,430, ,14.0, ,54.9, ,95, ,53.6, ,2.5, ,45, ,59.6, 
78,Pomona,Los Angeles Basin,11/11/2019,1000,315,0.01, ,0.00, ,1025, ,15.1, ,59.4, ,87, ,55.5, ,1.7, ,137, ,59.6, 
78,Pomona,Los Angeles Basin,11/11/2019,1100,315,0.01, ,0.00, ,1253, ,14.9, ,65.6, ,69, ,55.3, ,3.6, ,209, ,59.5, 
78,Pomona,Los Angeles Basin,11/11/2019,1200,315,0.02, ,0.00, ,1334, ,14.4, ,69.5, ,59, ,54.4, ,3.7, ,292, ,59.5, 
78,Pomona,Los Angeles Basin,11/11/2019,1300,315,0.02, ,0.00, ,1303, ,12.8, ,72.1, ,47, ,51.1, ,4.2, ,301, ,59.5, 
78,Pomona,Los Angeles Basin,11/11/2019,1400,315,0.01, ,0.00, ,1129, ,11.8, ,74.7, ,40, ,48.8, ,4.6, ,302, ,59.6, 
78,Pomona,Los Angeles Basin,11/11/2019,1500,315,0.01, ,0.00, ,808, ,13.0, ,75.3, ,43, ,51.5, ,5.0, ,283, ,59.7, 
78,Pomona,Los Angeles Basin,11/11/2019,1600,315,0.01, ,0.00, ,423, ,13.5, ,74.5, ,46, ,52.5, ,4.6, ,292, ,59.8, 
78,Pomona,Los Angeles Basin,11/11/2019,1700,315,0.00, ,0.00, ,87, ,14.4, ,70.6, ,56, ,54.3, ,4.2, ,239, ,59.9, 
78,Pomona,Los Angeles Basin,11/11/2019,1800,315,0.00, ,0.00, ,1, ,14.8, ,65.3, ,69, ,55.0, ,3.4, ,234, ,60.1, 
78,Pomona,Los Angeles Basin,11/11/2019,1900,315,0.00, ,0.00, ,0, ,14.2, ,61.2, ,77, ,53.9, ,1.7, ,238, ,60.2, 
78,Pomona,Los Angeles Basin,11/11/2019,2000,315,0.00, ,0.00, ,1, ,13.6, ,57.8, ,84, ,52.8, ,1.2, ,210, ,60.3, 
78,Pomona,Los Angeles Basin,11/11/2019,2100,315,0.00, ,0.00, ,0, ,13.7, ,56.8, ,87, ,53.0, ,1.4, ,187, ,60.4, 
78,Pomona,Los Angeles Basin,11/11/2019,2200,315,0.00, ,0.00, ,0, ,13.0, ,54.3, ,90, ,51.5, ,1.1, ,16, ,60.4, 
78,Pomona,Los Angeles Basin,11/11/2019,2300,315,0.00, ,0.00, ,0, ,12.7, ,52.9, ,93, ,50.9, ,1.3, ,67, ,60.4, 
78,Pomona,Los Angeles Basin,11/11/2019,2400,315,0.00, ,0.00, ,0, ,12.4, ,51.9, ,94, ,50.3, ,1.4, ,23, ,60.4, 
78,Pomona,Los Angeles Basin,11/12/2019,0100,316,0.00, ,0.00, ,0, ,12.3, ,51.2, ,95, ,49.9, ,1.4, ,36, ,60.3, 
78,Pomona,Los Angeles Basin,11/12/2019,0200,316,0.00, ,0.00, ,0, ,11.9, ,50.2, ,96, ,49.1, ,1.4, ,22, ,60.2, 
78,Pomona,Los Angeles Basin,11/12/2019,0300,316,0.00, ,0.00, ,0, ,12.5, ,51.5, ,96, ,50.5, ,2.9, ,355, ,60.1, 
78,Pomona,Los Angeles Basin,11/12/2019,0400,316,0.00, ,0.00, ,0, ,13.1, ,53.7, ,93, ,51.6, ,4.4, ,14, ,60.0, 
78,Pomona,Los Angeles Basin,11/12/2019,0500,316,0.00, ,0.00, ,0, ,13.6, ,54.8, ,93, ,52.7, ,3.9, ,16, ,59.9, 
78,Pomona,Los Angeles Basin,11/12/2019,0600,316,0.00, ,0.00, ,0, ,13.1, ,53.6, ,94, ,51.8, ,2.5, ,34, ,59.8, 
78,Pomona,Los Angeles Basin,11/12/2019,0700,316,0.00, ,0.00, ,29, ,11.8, ,50.4, ,95, ,49.0, ,1.0, ,247, ,59.7, 
78,Pomona,Los Angeles Basin,11/12/2019,0800,316,0.00, ,0.00, ,338, ,13.9, ,54.5, ,96, ,53.4, ,1.3, ,295, ,59.6, 
78,Pomona,Los Angeles Basin,11/12/2019,0900,316,0.01, ,0.00, ,714, ,15.0, ,62.2, ,79, ,55.5, ,1.4, ,96, ,59.6, 
78,Pomona,Los Angeles Basin,11/12/2019,1000,316,0.01, ,0.00, ,1044, ,13.6, ,68.4, ,57, ,52.7, ,2.2, ,172, ,59.5, 
78,Pomona,Los Angeles Basin,11/12/2019,1100,316,0.01, ,0.00, ,1255, ,13.4, ,73.7, ,47, ,52.3, ,2.8, ,206, ,59.4, 
78,Pomona,Los Angeles Basin,11/12/2019,1200,316,0.02, ,0.00, ,1330, ,15.0, ,76.0, ,49, ,55.4, ,5.0, ,186, ,59.4, 
78,Pomona,Los Angeles Basin,11/12/2019,1300,316,0.02, ,0.00, ,1290, ,13.3, ,79.8, ,38, ,52.1, ,4.1, ,233, ,59.4, 
78,Pomona,Los Angeles Basin,11/12/2019,1400,316,0.01, ,0.00, ,1131, ,10.2, ,81.0, ,28, ,45.0, ,4.5, ,303, ,59.4, 
78,Pomona,Los Angeles Basin,11/12/2019,1500,316,0.01, ,0.00, ,839, ,10.4, ,81.0, ,29, ,45.6, ,4.7, ,282, ,59.5, 
78,Pomona,Los Angeles Basin,11/12/2019,1600,316,0.01, ,0.00, ,386, ,13.6, ,77.9, ,42, ,52.8, ,3.9, ,299, ,59.7, 
78,Pomona,Los Angeles Basin,11/12/2019,1700,316,0.00, ,0.00, ,83, ,13.4, ,74.4, ,46, ,52.3, ,2.9, ,243, ,59.8, 
78,Pomona,Los Angeles Basin,11/12/2019,1800,316,0.00, ,0.00, ,0, ,15.3, ,69.2, ,63, ,56.0, ,3.3, ,253, ,60.0, 
78,Pomona,Los Angeles Basin,11/12/2019,1900,316,0.00, ,0.00, ,0, ,15.1, ,65.4, ,70, ,55.6, ,3.2, ,266, ,60.2, 
